name,pos,club,proj_score,ps26,bye,age,games25,category,smoky_note,adp,player_id,notes,manual_insight,avg_2025_blend,draft_score,best_pos,vorp_proxy,market_rank,expert_consensus_rank,expert_rank_count,expert_best_rank,expert_worst_rank,expert_rank_stddev,expert_percentile,data_relative_value,data_vs_next_pick,data_waiver_strength,data_projected,data_risk,data_dpp,data_b23,data_gm25,data_notes,pdf_notes,pdf_role_change,pdf_midfield_uplift,pdf_season_out,pdf_source_count,rankings_vorp,rankings_projected,rankings_avg_2026,rankings_avg_2025,rankings_variance,rankings_l5,rankings_max,rankings_cba_pct,rankings_bye_round,rankings_injury,ultimate_price,ultimate_priced_at,ultimate_avg_2025,ultimate_games_2025,ultimate_max_2025,ultimate_x100_2025,ultimate_x120_2025,ultimate_tog_pct,ultimate_cba_pct,ultimate_avg_2024,ultimate_games_2024,ultimate_avg_2023,ultimate_games_2023,projection_spread,projection_source_count,adp_value_gap,data_confidence,data_confidence_score,source_count,source_rankings_csv,source_ultimate_xlsx,source_expert_xlsx,source_data_csv,club_conflict,position_conflict,projection_conflict,bye_conflict,conflict_notes
Max Holmes,MID,GEE,100.9,100.8,16,23,23,premium,,23.0,1015889,"Role: May get pushed to a wing/half back with Worple and others entering the midfield. | PDF insight: 2026-Draft-Kit-gs7zws p49: For fantasy’s sake, Bailey Smith, Max Holmes and Gryan Miers went to another level, whilst there was a raft of solid players for your draft teams.",,100.9,103.27,MID,11.1,45,16.75,4,15,19,1.48,0.823,11.0,-23.7,5.5,90.4,Low,No,✔,26,Role: May get pushed to a wing/half back with Worple and others entering the midfield.,"2026-Draft-Kit-gs7zws p49: For fantasy’s sake, Bailey Smith, Max Holmes and Gryan Miers went to another level, whilst there was a raft of solid players for your draft teams.",0,1,0,2,15.5,102.7,102.7,94.3,8.0,100.8,146.0,66.0,16,,,,100.9,23,146.0,12,6,80.0,0.67,94.5,23,75.9,21,12.3,3,-22.0,high,0.89,4,1,1,1,1,0,0,1,0,
Callum Mills,DEF,SYD,90.0,96.0,15,28,12,smoky,"Interrupted pre-season: Hamstring, will play Rd0.",75.0,993905,"Interrupted pre-season: Hamstring, will play Rd0. Role: Apparently lining up off half back. | PDF insight: 2026-Draft-Kit-gs7zws p107: SuperCoach and AFL Fantasy Draft Kit - 2026 Callum Mills Tom Papley Matt Roberts341114 Has been three seasons since we saw him be a top ten player averaging 110 plus, co... | Injury flag: Managed",,90.0,102.74,DEF,13.9,28,11.25,4,7,15,3.34,0.851,11.4,-13.5,3.3,90.5,High,No,✔,12,"Interrupted pre-season: Hamstring, will play Rd0. Role: Apparently lining up off half back.","2026-Draft-Kit-gs7zws p107: SuperCoach and AFL Fantasy Draft Kit - 2026 Callum Mills Tom Papley Matt Roberts341114 Has been three seasons since we saw him be a top ten player averaging 110 plus, co...",1,0,0,2,19.3,90.0,90.0,70.6,19.0,96.0,116.0,2.0,15,Managed,,,90.0,12,116.0,4,0,82.0,0.02,69.8,6,84.1,19,0.5,3,47.0,high,0.97,4,1,1,1,1,0,0,0,0,
Jordan Clark,DEF,FRE,90.1,77.2,14,25,23,value,,52.0,1006152,"PDF insight: 2026-Draft-Kit-gs7zws p7: Now he finds himself at a Freo team who I believe is on the rise, and with talks of Jordan Clark being used more on a wing, there’s scope for McVee to become fantasy rel...",,90.2,101.52,DEF,14.0,33,10.5,4,9,13,1.5,0.862,11.0,-13.9,3.4,90.1,Low,No,✔,24,,"2026-Draft-Kit-gs7zws p7: Now he finds himself at a Freo team who I believe is on the rise, and with talks of Jordan Clark being used more on a wing, there’s scope for McVee to become fantasy rel...",1,0,0,2,18.7,89.4,89.4,96.9,-7.0,77.2,134.0,0.0,14,,,,90.2,23,134.0,6,4,89.0,0.0,96.9,23,76.5,23,0.8,3,19.0,high,0.94,4,1,1,1,1,0,0,0,0,
Will Ashcroft,MID,BRL,98.3,100.8,15,21,23,premium,,24.0,1023517,Role: PS game indicated he may be the #1 CBA mid. Likely bump him up your order.,,95.5,101.35,MID,8.5,73,13.75,4,8,20,4.92,0.857,19.0,-15.7,3.1,98.4,Low,No,✔,27,Role: PS game indicated he may be the #1 CBA mid. Likely bump him up your order.,,0,0,0,2,11.1,98.3,98.3,86.6,12.0,100.8,135.0,52.0,15,,,,95.5,23,119.0,14,0,82.0,0.51,84.7,9,82.9,18,2.9,3,-49.0,high,0.97,4,1,1,1,1,0,0,0,0,
Finn Callaghan,MID,GWS,99.0,104.0,13,22,20,premium,,21.0,1023266,Interrupted pre-season: Minor hip complaint. May miss a couple of weeks training before the season. | PDF insight: 2026-AFL-Fantasy-Draft-Kit p8: FINN CALLAGHAN MID 99.0 (20) A breakout season saw the 22-year-old improve his average from 77 to 99. | Injury flag: Injured,,99.0,101.23,MID,9.2,58,15.25,4,9,21,4.38,0.84,15.0,-19.7,4.2,94.4,Low,No,✔,21,Interrupted pre-season: Minor hip complaint. May miss a couple of weeks training before the season.,2026-AFL-Fantasy-Draft-Kit p8: FINN CALLAGHAN MID 99.0 (20) A breakout season saw the 22-year-old improve his average from 77 to 99.,1,0,0,2,13.4,100.6,100.6,76.3,24.0,104.0,134.0,77.0,13,Injured,,,99.0,20,124.0,10,4,81.0,0.76,76.9,22,75.8,18,6.2,3,-37.0,high,0.97,4,1,1,1,1,0,0,0,0,
George Hewett,MID,CAR,98.9,106.6,14,30,23,premium,,42.0,294036,PDF insight: 2026-Draft-Kit-gs7zws p28: SuperCoach and AFL Fantasy Draft Kit - 2026 George Hewett Oliver Hollands Harry McKay29 104 Not that I know anyone or would want to know anyone that works at Supercoach.,,98.9,100.63,MID,9.1,68,24.5,4,20,31,4.03,0.736,17.2,-17.5,3.5,96.6,Medium,No,✔,23,,2026-Draft-Kit-gs7zws p28: SuperCoach and AFL Fantasy Draft Kit - 2026 George Hewett Oliver Hollands Harry McKay29 104 Not that I know anyone or would want to know anyone that works at Supercoach.,0,1,0,2,11.7,98.9,98.9,90.3,9.0,106.6,125.0,77.0,14,,,,98.9,23,125.0,15,5,81.0,0.77,83.0,21,74.1,19,2.3,3,-26.0,high,0.94,4,1,1,1,1,0,0,0,0,
Zac Bailey,MID/FWD,BRL,83.7,98.8,15,26,22,value,,50.0,1002312,"PDF insight: 2026-Draft-Kit-gs7zws p19: Looking at other specific players, Zac Bailey was the highest averaging Brissie forward after years of teasing a fantasy game.",,83.5,100.31,FWD,15.5,25,13.75,4,10,17,3.27,0.857,13.7,-25.2,6.9,83.7,Medium,Yes,✔,26,,"2026-Draft-Kit-gs7zws p19: Looking at other specific players, Zac Bailey was the highest averaging Brissie forward after years of teasing a fantasy game.",1,0,0,2,20.6,85.0,85.0,69.5,15.0,98.8,127.0,10.0,15,,,,83.5,22,124.0,6,2,82.0,0.06,69.1,18,72.4,21,1.5,3,25.0,high,0.94,4,1,1,1,1,0,0,0,0,
Luke Jackson,RUC,FRE,95.3,88.8,14,24,20,smoky,Role: May play as a mid.,38.0,1009399,Role: May play as a mid. Either way will be around the ball if Darcy is injured.,,94.9,99.94,RUC,10.6,102,5.75,4,5,6,0.43,0.75,16.1,-9.0,0.1,101.5,Medium,No,✔,21,Role: May play as a mid. Either way will be around the ball if Darcy is injured.,,0,0,0,2,6.9,95.3,95.3,78.6,17.0,88.8,144.0,67.0,14,,,,94.9,20,144.0,8,1,82.0,0.68,78.7,23,84.7,23,6.6,3,-64.0,high,0.97,4,1,1,1,1,0,0,0,0,
Jack Graham,MID/FWD,WCE,82.7,90.0,15,28,18,value,,83.0,990827,Interrupted pre-season: Hamstring strain. | Injury flag: Uncertain,,82.7,99.88,FWD,14.5,36,19.75,4,13,27,5.07,0.789,17.7,-21.2,4.9,87.7,High,Yes,✔,18,Interrupted pre-season: Hamstring strain.,,0,0,0,2,18.3,82.7,82.7,67.5,15.0,90.0,104.0,40.0,15,Uncertain,,,82.7,18,104.0,1,0,81.0,0.4,64.5,14,61.0,20,5.0,3,47.0,high,0.97,4,1,1,1,1,0,0,0,0,
Dylan Moore,FWD,HAW,82.0,87.8,14,26,23,smoky,Role: Likely to get mid time bump.,66.0,1006314,"Role: Likely to get mid time bump. High scoring high half forward. Scoring could get back to 2024 levels. | PDF insight: 2026-AFL-Fantasy-Draft-Kit p8: HAWTHORN ROY SLEEPER BUST KEEPER DYLAN MOORE FWD 81.8 (23) The hard-nosed Hawk may slide to bargain status on draft day, despite the forwards being a weak line.",,81.8,99.65,FWD,13.8,37,7.5,4,6,9,1.12,0.906,19.2,-19.7,4.3,89.2,Low,No,✔,26,Role: Likely to get mid time bump. High scoring high half forward. Scoring could get back to 2024 levels.,"2026-AFL-Fantasy-Draft-Kit p8: HAWTHORN ROY SLEEPER BUST KEEPER DYLAN MOORE FWD 81.8 (23) The hard-nosed Hawk may slide to bargain status on draft day, despite the forwards being a weak line.",1,1,0,2,17.6,82.0,82.0,91.6,-10.0,87.8,143.0,18.0,14,,,,81.8,23,143.0,4,3,84.0,0.18,92.0,23,88.0,23,7.4,3,29.0,high,0.97,4,1,1,1,1,0,0,0,0,
John Noble,DEF,GCS,89.9,86.8,12,28,23,smoky,"Role: HB distributor, in a packed line.",70.0,1000072,"Role: HB distributor, in a packed line. Scoring shouldn't decline by much.",,90.9,99.42,DEF,13.8,29,19.5,4,16,22,2.29,0.732,5.9,-19.0,5.4,85.0,Low,No,✔,25,"Role: HB distributor, in a packed line. Scoring shouldn't decline by much.",,0,0,0,2,19.2,89.9,89.9,76.6,13.0,86.8,117.0,,12,,,,90.9,23,117.0,9,0,83.0,0.0,74.4,20,81.0,23,5.9,3,41.0,high,0.97,4,1,1,1,1,0,0,0,0,
Isaac Heeney,MID,SYD,96.9,96.6,15,29,23,value,,43.0,298539,"Role: Scoring was down in early 2025, but back up to 100+ in back half. Big 2026 likely. | PDF insight: 2026-Draft-Kit-gs7zws p106: SuperCoach and AFL Fantasy Draft Kit - 2026 Isaac Heeney Jake Lloyd Justin McInerney274412 Since the move to are more time in the midfield he has been much better in Sup... | Injury flag: Managed",,96.9,99.17,MID,7.1,81,14.5,4,7,20,5.02,0.848,21.3,-13.4,2.6,100.7,Low,No,✔,23,"Role: Scoring was down in early 2025, but back up to 100+ in back half. Big 2026 likely.",2026-Draft-Kit-gs7zws p106: SuperCoach and AFL Fantasy Draft Kit - 2026 Isaac Heeney Jake Lloyd Justin McInerney274412 Since the move to are more time in the midfield he has been much better in Sup...,0,1,0,2,9.7,96.9,96.9,104.5,-8.0,96.6,166.0,75.0,15,Managed,,,96.9,23,166.0,11,2,84.0,0.75,105.2,21,80.0,22,3.8,3,-38.0,high,0.97,4,1,1,1,1,0,0,0,0,
Tom Liberatore,MID,WBD,99.6,92.8,16,33,23,premium,,59.0,290799,Role: Halfback flank.,,99.6,98.95,MID,9.8,65,30,4,22,39,8.03,0.674,10.6,-24.1,5.7,90.0,Medium,No,✔,23,Role: Halfback flank.,,0,0,0,2,12.4,99.6,99.6,86.9,13.0,92.8,142.0,69.0,16,,,,99.6,23,142.0,11,5,80.0,0.69,87.5,17,103.3,21,9.6,3,-6.0,high,0.89,4,1,1,1,1,0,0,1,0,
Jack Steele,MID,MEL,96.7,88.5,16,30,21,value,,17.0,296205,Role: Likely number 1 mid. | PDF insight: 2026-Draft-Kit-gs7zws p7: He will be the new Jack Steele - the defensive midfielder that compliments the flashy Wanganeen-Milera/Flanders types.,,95.9,97.38,MID,6.9,66,14.25,4,12,18,2.28,0.851,17.3,-17.4,3.5,96.7,Low,No,✔,22,Role: Likely number 1 mid.,2026-Draft-Kit-gs7zws p7: He will be the new Jack Steele - the defensive midfielder that compliments the flashy Wanganeen-Milera/Flanders types.,1,0,0,2,12.2,99.4,99.4,106.6,-7.0,88.5,136.0,76.0,16,,,,95.9,21,136.0,13,3,76.0,0.74,106.6,23,97.9,20,3.5,3,-49.0,high,0.97,4,1,1,1,1,0,0,0,0,
Karl Amon,DEF,HAW,87.6,87.2,14,30,22,smoky,Role: Remain HB distributor but did some wing training in PS.,76.0,297354,Role: Remain HB distributor but did some wing training in PS.,,88.6,96.4,DEF,11.5,39,13.75,4,11,17,2.17,0.815,8.5,-16.4,4.3,87.6,Low,No,✔,25,Role: Remain HB distributor but did some wing training in PS.,,0,0,0,2,16.7,87.4,87.4,86.5,1.0,87.2,119.0,,14,,,,88.6,22,119.0,7,0,83.0,0.0,87.0,23,86.8,21,1.2,3,37.0,high,0.97,4,1,1,1,1,0,0,0,0,
Ed Richards,MID,WBD,96.7,94.4,16,26,23,value,,57.0,1008280,Role: Mid time to continue. | PDF insight: 2026-Draft-Kit-gs7zws p115: He’s ably supported by Libba who keeps racking up touches and Ed Richards who’s move to the engine room has been a winner.,,96.7,96.12,MID,6.9,83,21.75,4,18,26,3.03,0.767,16.1,-18.6,3.8,95.5,Low,No,✔,23,Role: Mid time to continue.,2026-Draft-Kit-gs7zws p115: He’s ably supported by Libba who keeps racking up touches and Ed Richards who’s move to the engine room has been a winner.,1,0,0,2,9.5,96.7,96.7,85.8,11.0,94.4,131.0,75.0,16,,,,96.7,23,131.0,9,2,82.0,0.75,86.0,20,79.8,19,1.2,3,-26.0,high,0.97,4,1,1,1,1,0,0,0,0,
Sam Darcy,FWD,WBD,82.2,77.4,16,22,17,smoky,"Interrupted pre-season: Sore after SoO, likely play Rd0.",47.0,1017126,"Interrupted pre-season: Sore after SoO, likely play Rd0. Role: One of the only good scoring Key Forwards. Despite projection, could go 90. So Punt/move up order. | PDF insight: 2026-Draft-Kit-gs7zws p115: The forward line here will have value at all price points, with Sam Darcy looking like a star with no limit on his potential.",,82.2,96.11,FWD,14.0,19,11,4,10,12,1.0,0.855,9.6,-29.3,9.4,79.6,Medium,No,✔,17,"Interrupted pre-season: Sore after SoO, likely play Rd0. Role: One of the only good scoring Key Forwards. Despite projection, could go 90. So Punt/move up order.","2026-Draft-Kit-gs7zws p115: The forward line here will have value at all price points, with Sam Darcy looking like a star with no limit on his potential.",1,0,0,2,22.5,86.9,86.9,75.4,11.0,77.4,128.0,13.0,16,,,,82.2,17,128.0,5,1,80.0,0.13,75.9,20,20.0,3,7.3,3,28.0,high,0.97,4,1,1,1,1,0,0,0,0,
Jy Simpkin,MID/FWD,NTH,83.1,97.3,12,27,21,smoky,Role: Phased out of mid rotation.,61.0,993998,Role: Phased out of mid rotation. Stocks down.,,83.1,94.83,FWD,14.9,31,15.25,4,12,23,4.49,0.84,1.5,-37.4,15.5,71.5,Low,Yes,✔,21,Role: Phased out of mid rotation. Stocks down.,,1,0,0,2,18.8,83.1,83.1,76.2,7.0,97.3,125.0,34.0,12,,,,83.1,21,125.0,5,2,85.0,0.34,76.2,18,75.8,18,11.6,3,30.0,high,0.89,4,1,1,1,1,0,0,1,0,
Jeremy Cameron,FWD,GEE,83.0,99.8,16,32,23,value,,62.0,293845,Interrupted pre-season: Broken arm recovery from GF. May miss games early in season. | Injury flag: Uncertain,,83.6,94.76,FWD,14.8,34,16.5,4,14,19,2.5,0.775,4.2,-34.7,13.7,74.2,Medium,No,✔,26,Interrupted pre-season: Broken arm recovery from GF. May miss games early in season.,,0,0,0,2,18.7,83.0,83.0,84.1,-1.0,99.8,157.0,1.0,16,Uncertain,,,83.6,23,157.0,9,1,90.0,0.01,84.0,22,83.0,20,9.4,3,28.0,high,0.89,4,1,1,1,1,0,0,1,0,
Riley Thilthorpe,FWD,ADE,82.9,90.6,12,23,23,value,,79.0,1008384,"Scored well in 2025, key forward may experience fluctuations.",,82.9,94.19,FWD,14.7,30,12.75,4,8,16,3.11,0.83,-0.4,-39.3,18.2,69.6,Medium,No,✔,25,"Scored well in 2025, key forward may experience fluctuations.",,0,0,0,2,18.8,83.2,83.2,72.7,10.0,90.6,122.0,14.0,12,,,,82.9,23,122.0,5,2,80.0,0.13,68.3,7,52.9,21,13.6,3,49.0,high,0.89,4,1,1,1,1,0,0,1,0,
Sam Walsh,MID,CAR,93.1,82.5,14,25,14,premium,,37.0,1006094,"Scoring should increase if he remains healthy, could be 100+",,93.1,92.93,MID,3.3,112,11.25,4,10,12,0.83,0.885,25.8,-8.9,1.7,105.2,Low,No,✔,14,"Scoring should increase if he remains healthy, could be 100+",,0,0,0,2,6.0,93.1,93.1,105.3,-12.0,82.5,137.0,56.0,14,,,,93.1,14,137.0,3,2,79.0,0.56,106.1,19,94.6,15,12.1,3,-75.0,high,0.89,4,1,1,1,1,0,0,1,0,
Lachie Neale,MID,BRL,95.5,118.0,15,32,20,value,,41.0,293535,,,94.6,92.82,MID,5.7,90,28,4,21,33,4.42,0.697,16.1,-18.6,3.8,95.5,Medium,No,✔,22,,,0,0,0,2,8.5,95.7,95.7,100.3,-5.0,118.0,128.0,82.0,15,,,,94.6,20,128.0,9,4,85.0,0.82,101.1,22,97.0,23,1.1,3,-49.0,high,0.94,4,1,1,1,1,0,0,0,0,
Adam Treloar,MID/FWD,WBD,81.3,,16,32,4,value,,51.0,291790,Interrupted pre-season: Hamstring and Calf tightness. Role: Likely less mid time as he ages and doesnt get a full pre-season.,,69.8,92.57,FWD,13.1,59,12,4,5,25,7.68,0.876,11.5,-27.4,8.2,81.5,High,Yes,✔,4,Interrupted pre-season: Hamstring and Calf tightness. Role: Likely less mid time as he ages and doesnt get a full pre-season.,,0,0,0,2,13.4,81.3,81.3,109.8,-29.0,,94.0,31.0,16,,,,69.8,4,94.0,0,0,60.0,0.24,110.0,22,105.3,19,11.7,3,-8.0,high,0.89,4,1,1,1,1,0,0,1,0,
Caleb Serong,MID,FRE,94.3,78.6,14,25,23,value,,33.0,1009420,Scoring impacted by team scoring/style. If you see Dockers retaining the ball more his scoring will improve,,92.4,92.35,MID,4.5,98,18.25,4,14,21,2.59,0.806,18.4,-16.3,3.2,97.8,Low,No,✔,24,Scoring impacted by team scoring/style. If you see Dockers retaining the ball more his scoring will improve,,0,0,0,2,7.1,94.3,94.3,103.9,-10.0,78.6,146.0,81.0,14,,,,92.4,23,146.0,9,4,83.0,0.82,104.0,23,108.1,22,5.4,3,-65.0,high,0.97,4,1,1,1,1,0,0,0,0,
Jayden Short,DEF,RIC,87.0,86.0,13,30,15,value,,86.0,992049,,,87.0,92.16,DEF,10.9,42,23,4,15,31,6.67,0.681,4.1,-20.8,6.3,83.2,Medium,No,✔,16,,,0,0,0,2,16.3,87.0,87.0,83.8,3.0,86.0,109.0,,13,,,,87.0,15,109.0,4,0,83.0,0.0,80.5,22,92.5,16,3.8,3,44.0,high,0.94,4,1,1,1,1,0,0,0,0,
Toby Greene,FWD,GWS,81.0,87.3,13,32,21,value,,81.0,295344,Interrupted pre-season: Glute. Shouldn't miss games.,,81.0,91.47,FWD,12.8,32,16,4,11,23,4.42,0.783,4.8,-34.1,13.2,74.8,Medium,No,✔,22,Interrupted pre-season: Glute. Shouldn't miss games.,,0,1,0,2,18.8,83.1,83.1,71.9,11.0,87.3,133.0,23.0,13,,,,81.0,21,133.0,7,3,87.0,0.24,73.2,22,88.5,21,8.3,3,49.0,high,0.89,4,1,1,1,1,0,0,1,0,
Lloyd Meek,RUC,HAW,93.3,89.2,14,27,22,depth,,49.0,1000980,"Flag: Hawks may play Reeves as a second ruck alongside him, this may impact his scoring a bit, but will remain #1.",,93.3,90.76,RUC,8.6,118,7.75,4,7,9,0.83,0.645,4.7,-20.4,0.2,90.1,Low,No,✔,25,"Flag: Hawks may play Reeves as a second ruck alongside him, this may impact his scoring a bit, but will remain #1.",,0,0,0,2,5.4,93.8,93.8,90.6,3.0,89.2,138.0,85.0,14,,,,93.3,22,138.0,9,4,83.0,0.86,88.4,19,59.4,16,3.7,3,-69.0,high,0.97,4,1,1,1,1,0,0,0,0,
Tim Taranto,MID,RIC,93.9,80.7,13,28,21,value,,58.0,998172,"Good scorer but points seem capped by team total points | PDF insight: 2026-Draft-Kit-gs7zws p96: SuperCoach and AFL Fantasy Draft Kit - 2026 Tim Taranto Luke Trainor Nick Vlastuin14 111 Commanding 81% of Richmond’s CBAs, Taranto was Richmond’s highest averaging fant...",,93.9,90.65,MID,4.1,103,24.75,4,22,27,1.79,0.733,18.0,-16.7,3.3,97.4,Low,No,✔,22,Good scorer but points seem capped by team total points,"2026-Draft-Kit-gs7zws p96: SuperCoach and AFL Fantasy Draft Kit - 2026 Tim Taranto Luke Trainor Nick Vlastuin14 111 Commanding 81% of Richmond’s CBAs, Taranto was Richmond’s highest averaging fant...",0,1,0,2,6.7,93.9,93.9,99.5,-6.0,80.7,132.0,81.0,13,,,,93.9,21,132.0,7,3,85.0,0.81,95.5,15,112.4,23,3.5,3,-45.0,high,0.97,4,1,1,1,1,0,0,0,0,
Adam Cerra,MID,CAR,95.0,85.0,14,26,19,value,,92.0,1002239,Injury: Hamstring in first PS game. Return Rd 3+ | PDF insight: 2026-Draft-Kit-gs7zws p26: SuperCoach and AFL Fantasy Draft Kit - 2026 Blake Acres Adam Cerra Lachlan Cowan25 Highlighted the issue of his role last year and tag him as just a guy.,,95.1,90.55,MID,5.2,92,30,4,24,33,3.54,0.674,12.9,-19.1,4.0,95.0,High,No,✔,19,Injury: Hamstring in first PS game. Return Rd 3+,2026-Draft-Kit-gs7zws p26: SuperCoach and AFL Fantasy Draft Kit - 2026 Blake Acres Adam Cerra Lachlan Cowan25 Highlighted the issue of his role last year and tag him as just a guy.,1,0,0,2,7.9,95.0,95.0,75.8,19.0,85.0,121.0,66.0,14,,,,95.1,19,121.0,9,2,78.0,0.66,72.6,12,96.6,19,0.1,3,0.0,high,0.97,4,1,1,1,1,0,0,0,0,
Matthew Kennedy,MID,WBD,96.5,90.8,16,28,23,value,,82.0,1001398,Role: Mid time will reduce. Should score okay. DPP possible.,,96.5,90.16,MID,6.7,84,30.25,4,25,33,3.11,0.671,3.9,-30.8,8.6,83.3,Low,No,✔,23,Role: Mid time will reduce. Should score okay. DPP possible.,,0,0,0,2,9.3,96.5,96.5,82.2,14.0,90.8,132.0,56.0,16,,,,96.5,23,132.0,12,1,80.0,0.56,77.1,23,74.6,14,13.2,3,-2.0,high,0.89,4,1,1,1,1,0,0,1,0,
Archie Roberts,DEF,ESS,85.9,88.5,15,20,23,smoky,Late-pick candidate with talk of extra midfield exposure.,64.0,1023515,"Role: midfield clock or distributor. May get the full Nic Martin role. Scoring shouldn't decline | PDF insight: 2026-Draft-Kit-gs7zws p122: de 4 Jaspa Fletcher DEF Slower build than Ashcroft, but still a gun 5 Ryley Sanders MID/FWD If injuries don’t impact he will have a great career 6 Bailey Humphrey MID/FW... | Manual insight: Late-pick candidate with talk of extra midfield exposure.",Late-pick candidate with talk of extra midfield exposure.,85.9,89.53,DEF,9.8,46,20.25,4,17,25,2.95,0.721,5.5,-19.4,5.6,84.6,Low,No,✔,23,Role: midfield clock or distributor. May get the full Nic Martin role. Scoring shouldn't decline,"2026-Draft-Kit-gs7zws p122: de 4 Jaspa Fletcher DEF Slower build than Ashcroft, but still a gun 5 Ryley Sanders MID/FWD If injuries don’t impact he will have a great career 6 Bailey Humphrey MID/FW...",1,0,0,2,15.2,85.9,85.9,85.0,1.0,88.5,120.0,3.0,15,,,,85.9,23,120.0,5,1,86.0,0.03,85.0,4,0.0,0,1.3,3,18.0,high,0.97,4,1,1,1,1,0,0,0,0,
Toby Nankervis,RUC,RIC,91.1,84.6,13,31,22,value,,72.0,298174,Flag: New ruck rules and age may impact scoring in 2026. | Injury flag: Managed,,91.1,88.98,RUC,6.4,141,8,4,7,9,0.71,0.632,13.9,-11.2,0.1,99.3,Low,No,✔,22,Flag: New ruck rules and age may impact scoring in 2026.,,0,0,0,2,2.7,91.1,91.1,100.6,-9.0,84.6,150.0,83.0,13,Managed,,,91.1,22,150.0,5,2,82.0,0.83,100.6,21,102.3,15,8.2,3,-69.0,high,0.89,4,1,1,1,1,0,0,1,0,
Tom Green,MID,GWS,97.5,84.4,13,25,22,premium,,48.0,1009528,Injury: Possible ACL. Season. | Injury flag: Injured,,97.5,88.64,MID,7.7,75,,0,,,0.0,0.5,-8.6,-39.0,13.2,75.1,Low,No,✔,23,Injury: Possible ACL. Season.,,0,0,0,2,10.3,97.5,97.5,103.6,-6.0,84.4,133.0,78.0,13,Injured,,,97.5,22,133.0,11,2,82.0,0.78,99.9,23,110.6,19,22.4,3,-27.0,medium,0.76,3,1,1,0,1,0,0,1,0,
Sam Draper,RUC/FWD,BRL,82.0,,15,27,5,value,,104.0,1005577,"Injury: Foot, Return round 2. | PDF insight: 2026-Draft-Kit-gs7zws p19: They were 1st for inside 50s and managed the Daniher absence with a host of role players; enter Oscar Allen and Sam Draper. | Injury flag: Injured",,82.0,88.48,FWD,13.8,49,40.5,4,26,57,11.15,0.0,11.8,-26.0,0.4,82.9,High,Yes,✔,5,"Injury: Foot, Return round 2.",2026-Draft-Kit-gs7zws p19: They were 1st for inside 50s and managed the Daniher absence with a host of role players; enter Oscar Allen and Sam Draper.,1,0,0,2,15.0,82.0,82.0,67.0,15.0,,101.0,50.0,15,Injured,,,82.0,5,101.0,1,0,86.0,0.5,67.0,16,66.6,14,0.9,3,55.0,high,0.97,4,1,1,1,1,0,0,0,0,
Mason Redman,DEF,ESS,85.8,100.3,15,28,19,value,,55.0,997078,,,85.8,88.09,DEF,9.7,48,19.5,4,11,24,5.12,0.732,4.5,-20.4,6.1,83.6,Low,No,✔,19,,,0,0,0,2,15.1,85.8,85.8,83.9,2.0,100.3,143.0,2.0,15,,,,85.8,19,143.0,3,1,85.0,0.02,83.9,21,86.0,23,2.2,3,7.0,high,0.94,4,1,1,1,1,0,0,0,0,
Nick Blakey,DEF,SYD,85.0,89.8,15,26,23,value,,71.0,1006028,"PDF insight: 2026-Draft-Kit-gs7zws p25: Will Hayward and Ben Ainsworth are high quality players, Oliver Florent could have been much more highly rated if it wasn’t for the emergence of Nick Blakey and will giv...",,85.0,88.05,DEF,8.9,56,21.25,4,17,24,2.68,0.707,8.0,-16.9,4.5,87.1,Low,No,✔,23,,"2026-Draft-Kit-gs7zws p25: Will Hayward and Ben Ainsworth are high quality players, Oliver Florent could have been much more highly rated if it wasn’t for the emergence of Nick Blakey and will giv...",1,0,0,2,14.3,85.0,85.0,80.2,5.0,89.8,133.0,,15,,,,85.0,23,133.0,5,2,86.0,0.0,82.0,23,71.4,23,2.1,3,15.0,high,0.94,4,1,1,1,1,0,0,0,0,
Justin McInerney,MID/FWD,SYD,78.6,72.3,15,25,17,value,,105.0,1011936,,,78.6,88.03,FWD,10.4,57,21.25,4,18,24,2.17,0.772,8.9,-30.0,9.9,78.9,Low,Yes,✔,17,,,0,0,0,2,14.2,78.6,78.6,75.4,3.0,72.3,106.0,21.0,15,,,,78.6,17,106.0,1,0,83.0,0.21,79.0,17,70.8,18,0.3,3,48.0,high,0.94,4,1,1,1,1,0,0,0,0,
Jaspa Fletcher,DEF,BRL,83.7,91.2,15,22,23,smoky,Role: May player higher on a wing if Coleman comes into the side.,88.0,1023708,"Role: May player higher on a wing if Coleman comes into the side. May reduce scoring. | PDF insight: 2026-Draft-Kit-gs7zws p19: Darcy Wilmot improved his averages, rebounding from half-back and Jaspa Fletcher’s star rose whilst swinging between defence and a wing. | Injury flag: Injured",,83.0,87.96,DEF,7.6,60,23.5,4,21,27,2.29,0.674,14.0,-10.9,2.6,93.1,Low,No,✔,27,Role: May player higher on a wing if Coleman comes into the side. May reduce scoring.,"2026-Draft-Kit-gs7zws p19: Darcy Wilmot improved his averages, rebounding from half-back and Jaspa Fletcher’s star rose whilst swinging between defence and a wing.",1,0,0,2,13.1,83.7,83.7,61.0,23.0,91.2,141.0,,15,Injured,,,83.0,23,141.0,5,1,82.0,0.0,60.4,23,50.3,11,10.1,3,28.0,high,0.89,4,1,1,1,1,0,0,1,0,
