"Action","Position","Player","Club","Relative Value","RV_info","vs. Next Pick","VNP_info","WaiverStr","WS_info","max_ws","PS_info","Av.25","Projected","ADP","Risk","DPP","ID_AFLFAN","Coach_name","position.field","pick","Coach_pick","B23","Gm.25","Notes"
"✓       ✕","Mid","Sam Durham","ESS","4.8","Mid: 4.8  Flex: -1.2  No Inj. Adjustment.","-29.9","","8.1","","9.7","G1: 48","78.4","84.2","132","Low","No","1015810","","","","","✔","20","Role: Likely to keep mid role, but fewer CBAs an opportunity with Parish in the side."
"✓       ✕","Def","Darcy Wilmot","BRL","4.8","Def: 4.8  Flex: -1.5  No Inj. Adjustment.","-20.1","","5.9","","11.9","G1: 83 Official: 99","80.6","83.9","107","Low","No","1017067","","","","","✔","27",""
"✓       ✕","Mid","Jake Soligo","ADE","4.8","Mid: 4.8  Flex: -1.2  No Inj. Adjustment.","-29.9","","8.1","","9.7","G1: 17","81.4","84.2","142","Low","No","1017109","","","","","✔","25","Interrupted pre-season: Managed due to irregular heart beat."
"✓       ✕","Fwd","Toby Greene","GWS","4.8","Fwd: 4.8  Flex: -10.6  No Inj. Adjustment.","-34.1","","13.2","","4.6","Official: 97","80.3","74.8","81","Medium","No","295344","","","","","✔","22","Interrupted pre-season: Glute. Shouldn't miss games."
"✓       ✕","Ruck","Lloyd Meek","HAW","4.7","Ruck: 4.7  Flex: 4.7  No Inj. Adjustment.","-20.4","","0.2","","17.6","G1: 46 Official: 70","93.8","90.1","49","Low","No","1000980","","","","","✔","25","Flag: Hawks may play Reeves as a second ruck alongside him, this may impact his scoring a bit, but will remain #1."
"✓       ✕","Def","Jarman Impey","HAW","4.7","Def: 4.7  Flex: -1.6  No Inj. Adjustment.","-20.2","","6","","11.8","G1: 70 Official: 105","76.7","83.8","156","Low","No","296254","","","","","✔","24","Role: If Amon moves wing may get more distributor opportunity and score higher"
"✓       ✕","Ruck","Darcy Fort","BRL","4.7","Ruck: 4.7  Flex: 4.7  No Inj. Adjustment.","-20.4","","0.2","","17.6","G1: 47","73.2","90.1","143","Medium","No","298211","","","","","✔","21",""
"✓       ✕","Mid","Marcus Windhager","STK","4.6","Mid: 4.6  Flex: -1.4  No Inj. Adjustment.","-30.1","","8.2","","9.6","G1: 92","82","84","113","Low","No","1023270","","","","","✔","23","Role: Defensive mid role, but may be moved to backline distributor, should have some stints in the mid field. DPP possible. Punt."
"✓       ✕","Mid","Steele Sidebottom","COL","4.6","Mid: 4.6  Flex: -1.4  No Inj. Adjustment.","-30.1","","8.2","","9.6","G1: 53","85","84","189","High","No","280965","","","","","✔","23","Role: Can always score on a wing. Ricky with age. Punt."
"✓       ✕","Def","Lachie Ash","GWS","4.5","Def: 4.5  Flex: -1.8  No Inj. Adjustment.","-20.4","","6.1","","11.7","Official: 86","99.6","83.6","18","Low","No","1009253","","","","","✔","24","Role: Ash's disposal was poor in 2025. They may try to bypass him."
"✓       ✕","Def","Mason Redman","ESS","4.5","Def: 4.5  Flex: -1.8  No Inj. Adjustment.","-20.4","","6.1","","11.7","","85.8","83.6","55","Low","No","997078","","","","","✔","19",""
"✓       ✕","Mid","Will Setterfield","ESS","4.4","Mid: 4.4  Flex: -1.6  No Inj. Adjustment.","-30.3","","8.3","","9.5","","95.9","83.8","102","Medium","No","998215","","","","","?","13","Flag: Midfield time to dry up, unless injuries. Fringe 23."
"✓       ✕","Fwd","Charlie Curnow","SYD","4.3","Fwd: 4.3  Flex: -11.1  No Inj. Adjustment.","-34.6","","13.6","","4.2","G1: 93 Official: 36","65.8","74.3","84","Low","No","996731","","","","","✔","18","Injury impacted 2025, should go back to 2024 scoring of 75 to 80 av fwd. Punt."
"✓       ✕","Fwd","Jeremy Cameron","GEE","4.2","Fwd: 4.2  Flex: -11.2  No Inj. Adjustment.","-34.7","","13.7","","4.1","","83","74.2","62","Medium","No","293845","","","","","✔","26","Interrupted pre-season: Broken arm recovery from GF. May miss games early in season."
"✓       ✕","Mid","Ollie Wines","PTA","4.2","Mid: 4.2  Flex: -1.4  Susp. or Inj. Adjust: -0.5","-29.9","","8.1","","9.7","","89.4","84.2","87","Low","No","294318","","","","","✔","20","Suspension: Round 2 or 3 Return"
"✓       ✕","Def","Oliver Hollands","CAR","4.1","Def: 4.1  Flex: -2.2  No Inj. Adjustment.","-20.8","","6.3","","11.5","G1: 51 Official: 91","76.2","83.2","173","Low","No","1023495","","","","","✔","23","Role: Wing move. will cap scoring."
"✓       ✕","Def","Jayden Short","RIC","4.1","Def: 4.1  Flex: -2.2  No Inj. Adjustment.","-20.8","","6.3","","11.5","G1: 48 Official: 79","81.6","83.2","86","Medium","No","992049","","","","","✔","16",""
"✓       ✕","Mid","Matthew Kennedy","WBD","3.9","Mid: 3.9  Flex: -2.1  No Inj. Adjustment.","-30.8","","8.6","","9.2","G1: 117 Official: 112","96.5","83.3","82","Low","No","1001398","","","","","✔","23","Role: Mid time will reduce. Should score okay. DPP possible."
"✓       ✕","Mid","Touk Miller","GCS","3.8","Mid: 3.8  Flex: -2.2  No Inj. Adjustment.","-30.9","","8.6","","9.2","G1: 53 Official: 68","91.5","83.2","77","Low","No","298272","","","","","✔","23","Flag: May play a range of roles, HB or HF with Trac added to GCS. Fwd/Def DPP watch"
"✓       ✕","Mid","Scott Pendlebury","COL","3.3","Mid: 3.3  Flex: -2.7  No Inj. Adjustment.","-31.4","","8.9","","8.9","G1: 59","82.5","82.7","131","Medium","No","260257","","","","","✔","22","Role: Training half back in pre-season. Suits a mid-half back rotation. Punt"
"✓       ✕","Mid","Stephen Coniglio","GWS","3.1","Mid: 3.1  Flex: -2.9  No Inj. Adjustment.","-31.6","","9","","8.8","Official: 74","60.4","82.5","199","High","No","291969","","","","","✔","10","Role: Likely to get mid time with injries. Uninterrupted pre-season. Score should get a bump due to health and injuries in side. Punt."
"✓       ✕","Ruck","Rowan Marshall","STK","2.9","Ruck: 2.9  Flex: 2.9  No Inj. Adjustment.","-22.2","","0.2","","17.6","G1: 61","105.8","88.3","19","Low","No","992468","","","","","✔","23","Flag: Ruck share with De Koning so will play partly Key Fwd, punt to get DPP."
"✓       ✕","Fwd","Josh Rachele","ADE","2.6","Fwd: 2.6  Flex: -12.8  No Inj. Adjustment.","-36.3","","15.2","","2.6","G1: 47","60.4","72.6","110","Medium","No","1017051","","","","","✔","14","Role: More mid time, wait and see with Rankine return rd 2. Role could be up and down. Punt."
"✓       ✕","Fwd","Sam Lalor","RIC","2.4","Fwd: 2.4  Flex: -13  No Inj. Adjustment.","-36.5","","15.4","","2.4","G1: 24 Official: 42","54.1","72.4","153","High","No","1028491","","","","","✔","11","Role: Likely more mid time, scored well in mid. Punt."
"✓       ✕","Def","Callum Wilkie","STK","2.4","Def: 2.4  Flex: -3.9  No Inj. Adjustment.","-22.5","","7.2","","10.6","G1: 123","80.7","81.5","138","Low","No","296422","","","","","✔","23",""
"✓       ✕","Def","Liam Baker","WCE","2.2","Def: 2.2  Flex: -4.1  No Inj. Adjustment.","-22.7","","7.3","","10.5","","79.4","81.3","139","Low","No","1000223","","","","","✔","23","Interrupted pre-season: Calf."
"✓       ✕","Def","Joel Jeffrey","GCS","2.2","Def: 2.2  Flex: -4.1  No Inj. Adjustment.","-22.7","","7.3","","10.5","G1: 90 Official: 58","75.6","81.3","205","Medium","No","1005992","","","","","✔","25",""
"✓       ✕","Def","Kane Farrell","PTA","2","Def: 2  Flex: -4.3  No Inj. Adjustment.","-22.9","","7.4","","10.4","G1: 59","78","81.1","154","Low","No","1002253","","","","","✔","21",""
"✓       ✕","MidFwd","Bradley Hill","STK","1.9","Mid: -7.5  Fwd: 1.9  Flex: -13.5  No Inj. Adjustment.","-37","Mid: -42.2  Fwd: -37","15.3","Mid: 15.3  Fwd: 15.9","2.5","","74.5","71.9","118","Medium","Yes","295584","","","","","✔","22",""
"✓       ✕","Mid","Jack Crisp","COL","1.7","Mid: 1.7  Flex: -4.3  No Inj. Adjustment.","-33","","9.7","","8.1","G1: 43","84.2","81.1","168","Low","No","293871","","","","","✔","25",""
"✓       ✕","Fwd","Zac Williams","CAR","1.6","Fwd: 1.6  Flex: -13.8  No Inj. Adjustment.","-37.3","","16.2","","1.6","G1: 43 Official: 88","61.3","71.6","237","Medium","No","294685","","","","","✔","19","Role: May get halfback time. Training in def."
"✓       ✕","MidFwd","Jy Simpkin","NTH","1.5","Mid: -7.9  Fwd: 1.5  Flex: -13.9  No Inj. Adjustment.","-37.4","Mid: -42.6  Fwd: -37.4","15.5","Mid: 15.5  Fwd: 16.3","2.3","G1: 107","83.1","71.5","61","Low","Yes","993998","","","","","✔","21","Role: Phased out of mid rotation. Stocks down."
"✓       ✕","Mid","Levi Ashcroft","BRL","1.4","Mid: 1.4  Flex: -4.6  No Inj. Adjustment.","-33.3","","9.9","","7.9","G1: 72 Official: 104","72.2","80.8","160","Low","No","1028560","","","","","✔","27",""
"✓       ✕","Mid","Harvey Langford","MEL","1.3","Mid: 1.3  Flex: -4.7  No Inj. Adjustment.","-33.4","","9.9","","7.9","G1: 76 Official: 38","62.7","80.7","208","Low","No","1028546","","","","","✔","22","Role: May get more mid time. Impressive first season."
"✓       ✕","Def","Jake Bowey","MEL","0.9","Def: 0.9  Flex: -6.1  Susp. or Inj. Adjust: -4","-22.3","","7.1","","10.7","","86.4","81.7","121","Medium","No","1012825","","","","","✔","23","Injury: Foot, will miss most of the season."
"✓       ✕","Def","Tom Stewart","GEE","0.9","Def: 0.9  Flex: -5.4  No Inj. Adjustment.","-24","","8.1","","9.7","Official: 72","78.6","80","74","Medium","No","291800","","","","","✔","20","Scoring could bounce back if healthy in 2025=6."
"✓       ✕","Mid","Oliver Dempsey","GEE","0.8","Mid: 0.8  Flex: -5.2  No Inj. Adjustment.","-33.9","","10.2","","7.6","G1: 81 Official: 30","74.1","80.2","177","Low","No","1025034","","","","","✔","26","Role: Has been training a lot of mid. Set for wing/inside. Late punt."
"✓       ✕","MidFwd","Jordan De Goey","COL","0.8","Mid: -8.6  Fwd: 0.8  Flex: -14.6  No Inj. Adjustment.","-38.1","Mid: -43.3  Fwd: -38.1","16","Mid: 16.0  Fwd: 17.0","1.8","G1: 44","57.5","70.8","126","Medium","Yes","994185","","","","","✔","11","Role: Midfield time after poor health in 2024. Punt."
"✓       ✕","Mid","Luke Parker","NTH","0.6","Mid: 0.6  Flex: -5.4  No Inj. Adjustment.","-34.1","","10.3","","7.5","G1: 63","86.7","80","127","High","No","290778","","","","","✔","22",""
"✓       ✕","Fwd","Ben Keays","ADE","0.3","Fwd: 0.3  Flex: -15.1  No Inj. Adjustment.","-38.6","","17.5","","0.3","G1: 43","77","70.3","122","Low","No","993946","","","","","✔","25","Interrupted pre-season: Hamstring."
"✓       ✕","MidFwd","Shai Bolton","FRE","0.2","Mid: -9.2  Fwd: 0.2  Flex: -15.2  No Inj. Adjustment.","-38.7","Mid: -43.9  Fwd: -38.7","16.4","Mid: 16.4  Fwd: 17.6","1.4","G1: 62","69.4","70.2","116","Low","Yes","993993","","","","","✔","23","Unlikley to get mid time unless injuries or freo are badly losing."
"✓       ✕","Mid","Massimo D'Ambrosio","HAW","0.1","Mid: 0.1  Flex: -5.9  No Inj. Adjustment.","-34.6","","10.6","","7.2","G1: 43 Official: 49","68.7","79.5","240","Low","No","1005144","","","","","✔","26","Role: Wing."
"✓       ✕","Fwd","Jack Ginnivan","HAW","0.1","Fwd: 0.1  Flex: -15.3  No Inj. Adjustment.","-38.8","","17.7","","0.1","Official: 50","73","70.1","134","Low","No","1012857","","","","","✔","25","Minor finger fracture early Feb."
"✓       ✕","Fwd","Cam Rayner","BRL","0","Fwd: 0  Flex: -15.4  No Inj. Adjustment.","-38.9","","17.8","","0","","68.9","70","148","Low","No","1002235","","","","","✔","27",""
"✓       ✕","Ruck","Kieren Briggs","GWS","0","Ruck: 0  Flex: 0  No Inj. Adjustment.","-25.1","","0.3","","17.5","G1: 98","72.4","85.4","96","Low","No","1008436","","","","","✔","20","Role: Poor health through parts of 2025. Could go back to 90 scoring. Flag: Madden playing well, could ruck share or handcuff."
"✓       ✕","DefMid","Bailey Williams","WBD","0","Def: 0  Mid: -0.3  Flex: -6.3  No Inj. Adjustment.","-24.9","Def: -24.9  Mid: -35","8.7","Mid: 10.8  Def: 8.7","9.1","G1: 128 Official: 81","76.8","79.1","150","Low","Yes","992351","","","","","✔","23",""
"✓       ✕","Mid","Tom Atkins","GEE","0","Mid: 0  Flex: -6  No Inj. Adjustment.","-34.7","","10.6","","7.2","G1: 75 Official: 101","88.3","79.4","93","Medium","No","994386","","","","","✔","26",""
"✓       ✕","Fwd","Tom Papley","SYD","0","Fwd: 0  Flex: -15.4  No Inj. Adjustment.","-38.9","","17.8","","0","Official: 53","62","70","225","Medium","No","996765","","","","","✔","11",""
"✓       ✕","Def","Luke Ryan","FRE","-0.1","Def: -0.1  Flex: -6.4  No Inj. Adjustment.","-25","","8.7","","9.1","","82.2","79","85","Medium","No","998659","","","","","✔","24","Interrupted pre-season: Shoulder, likely fine for start of season. May have to come back through WAFL."
"✓       ✕","Def","Mitchell Hinge","ADE","-0.2","Def: -0.2  Flex: -6.5  No Inj. Adjustment.","-25.1","","8.8","","9","","64.2","78.9","274","Low","No","1004863","","","","","✔","24","Role: May get a wing role. If remains HB possible kick-in boost form Keane. Back soreness reported pre-season, appears minor."
"✓       ✕","Mid","James Peatling","ADE","-0.2","Mid: -0.2  Flex: -6.2  No Inj. Adjustment.","-34.9","","10.8","","7","G1: 66","75.5","79.2","231","Medium","No","1006013","","","","","✔","23",""
"✓       ✕","Def","Caleb Daniel","NTH","-0.2","Def: -0.2  Flex: -6.5  No Inj. Adjustment.","-25.1","","8.8","","9","G1: 110","85","78.9","101","Low","No","295136","","","","","✔","23","Role: Phased out of distributor role in back half of 2025."
"✓       ✕","Fwd","Riley Thilthorpe","ADE","-0.4","Fwd: -0.4  Flex: -15.8  No Inj. Adjustment.","-39.3","","18.2","","-0.4","G1: 103","83.2","69.6","79","Medium","No","1008384","","","","","✔","25","Scored well in 2025, key forward may experience fluctuations."
"✓       ✕","Fwd","Alex Neal-Bullen","ADE","-0.4","Fwd: -0.4  Flex: -15.8  No Inj. Adjustment.","-39.3","","18.2","","-0.4","G1: 49","70.3","69.6","227","Low","No","296420","","","","","✔","25",""
"✓       ✕","Def","Matt Roberts","SYD","-1","Def: -1  Flex: -7.3  No Inj. Adjustment.","-25.9","","9.3","","8.5","G1: 65 Official: 61","82.7","78.1","106","Low","No","1012210","","","","","✔","18","Role: 2026 likely more accountable, phased out a bit in back half of 2025. Should be best 23 in 2026."
"✓       ✕","Def","Caleb Windsor","MEL","-1","Def: -1  Flex: -7.3  No Inj. Adjustment.","-25.9","","9.3","","8.5","G1: 35 Official: 56","53.9","78.1","216","Low","No","1027821","","","","","✔","17","Role: Midfield time. Should have a good scoring bump"
"✓       ✕","Def","Daniel Rioli","GCS","-1.5","Def: -1.5  Flex: -7.8  No Inj. Adjustment.","-26.4","","9.7","","8.1","G1: 53 Official: 63","69.2","77.6","198","Low","No","1000981","","","","","✔","20","Role: Injuries in 2025, should be a main distributor. Some wing time in pre-season. More direct than side to side chipping."
"✓       ✕","Mid","Ned Long","COL","-1.5","Mid: -1.5  Flex: -7.5  No Inj. Adjustment.","-36.2","","11.5","","6.3","","77.4","77.9","140","Medium","No","1017124","","","","","✔","25","Role: Midfield time likely to remain."
"✓       ✕","Mid","Conor Nash","HAW","-1.8","Mid: -1.8  Flex: -7.8  No Inj. Adjustment.","-36.5","","11.7","","6.1","G1: 63 Official: 58","74","77.6","238","Low","No","1007124","","","","","✔","22",""
"✓       ✕","MidFwd","Tim Kelly","WCE","-1.9","Mid: -11.3  Fwd: -1.9  Flex: -17.3  No Inj. Adjustment.","-40.8","Mid: -46  Fwd: -40.8","17.9","Mid: 17.9  Fwd: 19.9","-0.1","G1: 69","63.3","68.1","169","Medium","Yes","295898","","","","","✔","20","Role: Poor 2025 with little support. If the mid field improves he may imporve scoring. If lacks effort could be dropped. Punt."
"✓       ✕","Fwd","Connor Budarick","WBD","-2","Fwd: -2  Flex: -17.4  No Inj. Adjustment.","-40.9","","20","","-2.2","G1: 88 Official: 81","49.3","68","236","Medium","No","1008454","","","","","?","19","Role: Moved to dogs for more game time. Half back flank is pakced at dogs. Punt with FWD status."
"✓       ✕","Mid","Cam Mackenzie","HAW","-2","Mid: -2  Flex: -8  No Inj. Adjustment.","-36.7","","11.8","","6","G1: 44 Official: 55","62.5","77.4","250","High","No","1023482","","","","","✔","12","Injury: Concussion, Rd1 Return. Role: Possible mid time with Worple and Day returning rd 7. Hasn't shown ot be a scorer at AFL level. Late mid punt, waiver."
"✓       ✕","Fwd","Jake Waterman","WCE","-2.1","Fwd: -2.1  Flex: -17.5  No Inj. Adjustment.","-41","","20.1","","-2.3","G1: 22","60.9","67.9","194","Medium","No","996554","","","","","✔","8",""
"✓       ✕","DefMid","Oskar Baker","WBD","-2.4","Def: -2.4  Mid: -2.7  Flex: -8.7  No Inj. Adjustment.","-27.3","Def: -27.3  Mid: -37.4","10.3","Mid: 12.2  Def: 10.3","7.5","G1: 79 Official: 59","58","76.7","338","High","Yes","1008855","","","","","✔","9",""
"✓       ✕","MidFwd","Ryley Sanders","WBD","-2.4","Mid: -11.8  Fwd: -2.4  Flex: -17.8  No Inj. Adjustment.","-41.3","Mid: -46.5  Fwd: -41.3","18.2","Mid: 18.2  Fwd: 20.5","-0.4","G1: 94 Official: 85","66.1","67.6","152","Medium","Yes","1017939","","","","","✔","21","Interrupted pre-season: Hamstring. Concussion, Rd1 Return. Role: Less midfield time."
"✓       ✕","Fwd","Ben Ainsworth","CAR","-2.4","Fwd: -2.4  Flex: -17.8  No Inj. Adjustment.","-41.3","","20.5","","-2.7","G1: 103 Official: 61","56.6","67.6","252","Low","No","998130","","","","","✔","24",""
"✓       ✕","MidFwd","Patrick Lipinski","COL","-2.7","Mid: -12.1  Fwd: -2.7  Flex: -18.1  No Inj. Adjustment.","-41.6","Mid: -46.8  Fwd: -41.6","18.4","Mid: 18.4  Fwd: 20.8","-0.6","","66.3","67.3","223","Low","Yes","1003130","","","","","✔","23",""
"✓       ✕","Mid","James Rowbottom","SYD","-2.9","Mid: -2.9  Flex: -8.9  No Inj. Adjustment.","-37.6","","12.3","","5.5","G1: 67 Official: 96","78.5","76.5","176","Low","No","1006126","","","","","✔","23",""
"✓       ✕","Mid","Willem Drew","PTA","-3","Mid: -3  Flex: -9  No Inj. Adjustment.","-37.7","","12.4","","5.4","G1: 112","75.1","76.4","165","Low","No","1000972","","","","","✔","23",""
"✓       ✕","Fwd","Mitch Georgiades","PTA","-3","Fwd: -3  Flex: -18.4  No Inj. Adjustment.","-41.9","","21.1","","-3.3","","69.3","67","137","Low","No","1010174","","","","","✔","23","Role: May push up the ground more and get involved, small scoring bump likely. Hamstring awareness after SoO"
"✓       ✕","Def","Josh Worrell","ADE","-3","Def: -3  Flex: -9.3  No Inj. Adjustment.","-27.9","","10.7","","7.1","G1: 91","77.3","76.1","117","Low","No","1011981","","","","","✔","25","Role: May get more kick ins with Keane injury."
"✓       ✕","Fwd","Kade Chandler","MEL","-3.2","Fwd: -3.2  Flex: -18.6  No Inj. Adjustment.","-42.1","","21.4","","-3.6","G1: 70 Official: 32","68.7","66.8","275","Low","No","1005330","","","","","✔","23",""
